season,episode,act_number,characters_in_act
4,13,5,"[""HURLEY"", ""SAWYER"", ""KATE"", ""JACK"", ""LAPIDUS"", ""SAYID"", ""SCIENTIST"", ""KEAMY"", ""LOCKE"", ""BEN""]"
4,13,6,"[""FARADAY"", ""CHARLOTTE"", ""JULIET"", ""DESMOND"", ""JIN"", ""MICHAEL"", ""SAYID"", ""LAPIDUS"", ""JACK"", ""SAWYER"", ""KATE""]"
4,13,1,"[""SAYID"", ""GUY IN CAR"", ""HURLEY"", ""LAPIDUS"", ""JACK"", ""LOCKE"", ""BEN"", ""KEAMY"", ""MICHAEL"", ""JIN"", ""DESMOND"", ""KATE"", ""SUN"", ""CHRISTIAN""]"
4,13,2,"[""SUN"", ""JACK"", ""LAPIDUS"", ""SAYID"", ""KATE"", ""MRS. PAIK"", ""JI YEON"", ""WIDMORE"", ""LOCKE"", ""BEN"", ""SAWYER"", ""JULIET""]"
4,13,3,"[""LOCKE"", ""BEN"", ""RICHARD"", ""DESMOND"", ""LAPIDUS"", ""HURLEY"", ""JACK"", ""SAYID""]"
4,13,4,"[""KATE"", ""LAPIDUS"", ""SAYID"", ""HURLEY"", ""SUN"", ""JACK"", ""CLAIRE"", ""DESMOND"", ""HURLEY AND DESMOND"", ""MAN"", ""HENRIK"", ""PENNY""]"
4,13,5,"[""HURLEY"", ""SAYID"", ""JACK"", ""LAPIDUS"", ""PENNY"", ""DESMOND"", ""BEN""]"
5,1,1,"[""WIFE"", ""RECORD"", ""DIRECTOR"", ""CHANG"", ""SOUND MAN"", ""MAN"", ""FOREMAN"", ""WORKER"", ""TANK CARRYING WORKER"", ""BEN"", ""JACK"", ""LOCKE"", ""FROGURT"", ""FARADAY"", ""SAWYER"", ""JULIET"", ""BERNARD"", ""ROSE"", ""CHARLOTTE"", ""MILES""]"
5,1,2,"[""AARON"", ""KATE"", ""NORTON"", ""JULIET"", ""SAWYER"", ""FARADAY"", ""CHARLOTTE"", ""MILES"", ""LOCKE"", ""ETHAN""]"
5,1,3,"[""LOCKE"", ""ETHAN"", ""SAWYER"", ""FARADAY"", ""WOMAN"", ""TICKETING AGENT"", ""SUN"", ""WIDMORE"", ""FEMALE NEWS ANCHOR"", ""JACK"", ""BEN"", ""HURLEY"", ""WAITRESS"", ""SAYID"", ""FIRST MAN"", ""SECOND MAN"", ""THIRD MAN""]"
5,1,4,"[""CHARLOTTE"", ""MILES"", ""JULIET"", ""FARADAY"", ""SAWYER"", ""LOCKE"", ""RICHARD""]"
5,1,5,"[""MILES"", ""JULIET"", ""SAWYER"", ""FARADAY"", ""CHARLOTTE"", ""MAN"", ""DESMOND"", ""PENNY""]"
5,2,1,"[""HURLEY"", ""JACK"", ""SAYID"", ""LAPIDUS"", ""KATE"", ""PENNY"", ""ANA LUCIA""]"
5,2,2,"[""ROSE"", ""BERNARD"", ""FROGURT"", ""SAWYER"", ""JULIET"", ""MILES"", ""FARADAY"", ""CHARLOTTE"", ""HURLEY"", ""CLERK"", ""AARON"", ""KATE"", ""BEN"", ""JACK"", ""DAVID"", ""ANNOUNCER"", ""WOMAN 1"", ""WOMAN 2"", ""MAN""]"
5,2,3,"[""HURLEY"", ""DAVID"", ""DETECTIVE"", ""AARON"", ""KATE"", ""SUN"", ""JILL"", ""BEN"", ""ROSE"", ""MAN"", ""BERNARD"", ""FROGURT"", ""CHARLOTTE"", ""FARADAY"", ""MILES"", ""SAWYER"", ""MALE SURVIVOR"", ""JULIET""]"
5,2,4,"[""SAWYER"", ""CHARLOTTE"", ""WOMAN"", ""MAN"", ""ANOTHER MAN"", ""JULIET"", ""HURLEY"", ""DAVID"", ""CARMEN"", ""KATE"", ""SUN"", ""JACK"", ""BEN""]"
5,2,5,"[""CARMEN"", ""HURLEY"", ""SAWYER"", ""JULIET"", ""JONES""]"
5,2,6,"[""VOICE OVER P.A."", ""JACK"", ""SAYID"", ""HURLEY"", ""BEN"", ""DETECTIVE"", ""JONES"", ""SAWYER"", ""JULIET"", ""MATTINGLY"", ""LOCKE"", ""SHROUDED WOMAN"", ""MS. HAWKING""]"
5,3,1,"[""DESMOND"", ""SALONGA"", ""PENNY"", ""FARADAY"", ""MILES"", ""CHARLOTTE"", ""MAN"", ""YOUNG BLONDE HOSTILE""]"
5,3,2,"[""DESMOND"", ""PENNY"", ""YOUNG BLONDE HOSTILE"", ""MILES"", ""FARADAY"", ""LOCKE"", ""SAWYER"", ""JULIET"", ""CUNNINGHAM"", ""JONES"", ""RICHARD""]"
5,3,3,"[""ARCHIVIST"", ""DESMOND"", ""CUSTODIAN"", ""FARADAY"", ""CHARLOTTE"", ""MILES"", ""RICHARD"", ""ALPERT"", ""SAWYER"", ""JULIET"", ""LOCKE"", ""CUNNINGHAM""]"
5,3,4,"[""ABIGAIL"", ""DESMOND"", ""MILES"", ""FARADAY"", ""CHARLOTTE"", ""ELLIE"", ""RICHARD"", ""JONES"", ""ALPERT"", ""LOCKE"", ""JULIET"", ""SAWYER""]"
5,3,5,"[""ELLIE"", ""FARADAY"", ""SAWYER"", ""JULIET"", ""MELANIE"", ""WIDMORE"", ""DESMOND"", ""LOCKE"", ""JONES"", ""RICHARD""]"
5,3,6,"[""PENNY"", ""DESMOND"", ""RICHARD"", ""LOCKE"", ""SAWYER"", ""JULIET"", ""FARADAY"", ""CHARLOTTE"", ""MILES""]"
5,4,1,"[""JACK"", ""KATE"", ""SUN"", ""AARON"", ""MAN""]"
5,4,2,"[""JULIET"", ""SAWYER"", ""MILES"", ""FARADAY"", ""NORTON"", ""KATE"", ""LOCKE"", ""CHARLOTTE"", ""JACK"", ""SAYID"", ""DR. ARIZA"", ""HURLEY"", ""BEN"", ""NURSE""]"
5,4,3,"[""KATE"", ""JACK"", ""BEN"", ""SAYID"", ""SAWYER"", ""LOCKE"", ""MILES"", ""FARADAY"", ""CHARLOTTE"", ""JULIET"", ""CLAIRE""]"
5,4,4,"[""KATE"", ""JACK"", ""LOCKE"", ""SAWYER"", ""MILES"", ""FARADAY"", ""JULIET"", ""CHARLOTTE""]"
5,4,5,"[""JACK"", ""KATE"", ""CAROLE"", ""BEN"", ""SAYID"", ""NORTON"", ""LOCKE"", ""MILES"", ""FARADAY"", ""JULIET"", ""SAWYER"", ""CHARLOTTE"", ""ROBERT"", ""MONTAND"", ""BRENNAN"", ""YOUNG WOMAN"", ""UNKNOWN""]"
5,4,6,"[""KATE"", ""JACK"", ""BEN"", ""AUTOMATED VOICE OVER RADIO"", ""MONTAND"", ""ROBERT"", ""YOUNG WOMAN"", ""JIN""]"
5,5,1,"[""SUN"", ""MRS. PAIK"", ""JI YEON"", ""KATE"", ""BEN"", ""JACK"", ""MAN ON RECORDING"", ""ROUSSEAU"", ""JIN"", ""ROBERT"", ""MONTAND"", ""BRENNAN""]"
5,5,2,"[""DANIELLE"", ""BRENNAN"", ""JIN"", ""MONTAND"", ""VARIOUS"", ""ROBERT"", ""MAN'S VOICE"", ""SAWYER""]"
5,5,3,"[""MILES"", ""DANIEL"", ""SAWYER"", ""JIN"", ""CHARLOTTE"", ""LOCKE"", ""SUN"", ""BEN"", ""KATE"", ""JACK"", ""SAYID"", ""JULIET""]"
5,5,4,"[""SUN"", ""BEN"", ""JACK"", ""CHARLOTTE"", ""DANIEL"", ""SAWYER"", ""LOCKE"", ""JULIET"", ""MILES""]"
5,5,5,"[""SAWYER"", ""LOCKE"", ""JIN"", ""JULIET"", ""MILES"", ""DANIEL"", ""CHARLOTTE""]"
5,5,6,"[""LOCKE"", ""CHRISTIAN SHEPHARD"", ""CHRISTIAN"", ""BEN"", ""SUN"", ""JACK"", ""MAN'S VOICE"", ""DESMOND"", ""ELOISE""]"
5,6,1,"[""HURLEY"", ""JACK"", ""KATE"", ""ELOISE"", ""BEN""]"
5,6,2,"[""JACK"", ""BEN"", ""ELOISE"", ""SUN"", ""DESMOND""]"
5,6,3,"[""ELOISE"", ""JACK"", ""BEN"", ""NURSE"", ""MAGICIAN"", ""RAY"", ""KATE""]"
5,6,4,"[""KATE"", ""JACK"", ""BEN"", ""JILL""]"
5,6,5,"[""VOICE ON INTERCOM"", ""NABIL"", ""JACK"", ""CAESAR"", ""WOMAN OVER PA"", ""SUN"", ""WOMAN ON PA"", ""WOMAN"", ""HURLEY"", ""FLIGHT ATTENDANT"", ""KATE"", ""BEN"", ""MAN OVER P.A."", ""LAPIDUS""]"
5,6,6,"[""JACK"", ""BEN"", ""HURLEY"", ""FLIGHT ATTENDANT"", ""KATE"", ""RADIO LYRICS""]"
5,7,1,"[""ILANA"", ""CAESAR"", ""MAN"", ""LOCKE""]"
5,7,2,"[""ILANA"", ""LOCKE"", ""CHRISTIAN"", ""MAN #1"", ""MAN #2"", ""MAN #3"", ""MAN"", ""DOCTOR"", ""NURSE"", ""AYESHA"", ""WIDMORE""]"
5,7,3,"[""LOCKE"", ""WIDMORE"", ""ABADDON"", ""WOMAN"", ""SAYID"", ""MAN"", ""WALT"", ""BOY""]"
5,7,4,"[""LOCKE"", ""HURLEY"", ""SUSIE"", ""MALE NURSE"", ""ABADDON"", ""KATE""]"
5,7,5,"[""LOCKE"", ""JACK"", ""MAN"", ""BEN""]"
5,7,6,"[""BEN"", ""LOCKE"", ""CAESAR""]"
5,8,1,"[""MILES"", ""SAWYER"", ""JULIET"", ""JIN"", ""LOCKE"", ""PHIL"", ""JERRY"", ""ROSIE"", ""LAFLEUR""]"
5,8,2,"[""MILES"", ""SAWYER"", ""AMY"", ""FARADAY"", ""JULIET"", ""WOMAN"", ""BEARD""]"
5,8,3,"[""JULIET"", ""SAWYER"", ""JIN"", ""AMY"", ""MILES"", ""DOCTOR""]"
5,8,4,"[""SAWYER"", ""HORACE"", ""MILES"", ""JULIET"", ""JIN"", ""FARADAY"", ""RED-HEADED GIRL"", ""WOMAN"", ""MAN"", ""PHIL""]"
5,8,5,"[""HORACE"", ""RICHARD"", ""MILES"", ""SAWYER"", ""PHIL"", ""JULIET"", ""AMY""]"
5,8,6,"[""SAWYER"", ""HORACE"", ""JULIET""]"
5,9,1,"[""CO-PILOT"", ""LAPIDUS"", ""HURLEY"", ""FEMALE FLIGHT ATTENDANT"", ""AUTOMATED FEMALE VOICE"", ""AUTOMATED MALE VOICE"", ""CAESAR"", ""ILANA"", ""SUN"", ""BEN"", ""SAWYER"", ""JACK"", ""KATE"", ""JIN""]"
5,9,2,"[""JACK"", ""SAWYER"", ""KATE"", ""MILES"", ""JIN"", ""HURLEY"", ""JULIET"", ""RADZINSKY"", ""ILANA"", ""SUN"", ""LAPIDUS"", ""CAESAR"", ""BEN""]"
5,9,3,"[""AMY"", ""JULIET"", ""KATE"", ""JACK"", ""HURLEY"", ""SAWYER"", ""RADZINSKY"", ""JIN"", ""SAYID""]"
5,9,4,"[""HURLEY"", ""SAWYER"", ""JACK"", ""WOMAN ON PA"", ""MILES"", ""JIN"", ""SUN"", ""BEN"", ""LAPIDUS""]"
5,9,5,"[""KATE"", ""PHIL"", ""JACK"", ""DR. CHANG"", ""JULIET"", ""SAWYER"", ""JIN"", ""RADZINSKY"", ""SAYID"", ""LAPIDUS"", ""SUN"", ""MAN"", ""CHRISTIAN""]"
5,9,6,"[""SUN"", ""CHRISTIAN"", ""MAN"", ""ALL"", ""HURLEY"", ""PHIL"", ""SAWYER"", ""RADZINSKY"", ""JACK"", ""JULIET"", ""BOY"", ""SAYID""]"
5,10,1,"[""MAN"", ""BOY"", ""YOUNG BEN"", ""PHIL"", ""SAYID""]"
5,10,2,"[""MAN 2"", ""BEN"", ""SAYID"", ""HORACE"", ""RADZINSKY"", ""SAWYER"", ""JULIET"", ""PHIL""]"
5,10,3,"[""HURLEY"", ""JACK"", ""KATE"", ""ROGER"", ""SAYID"", ""YOUNG BEN"", ""BEN"", ""SAWYER"", ""HORACE"", ""OLDHAM"", ""PHIL""]"
5,10,4,"[""BEN"", ""SUN"", ""KATE"", ""SAYID"", ""WOMAN"", ""BARTENDER"", ""ILANA"", ""HORACE"", ""OLDHAM"", ""RADZINSKY"", ""JULIET"", ""SAWYER"", ""HOACE"", ""AMY""]"
5,10,5,"[""ILANA"", ""SAYID"", ""SAWYER"", ""KATE"", ""MAN"", ""WOMAN"", ""JACK"", ""PHIL"", ""YOUNG BEN""]"
5,10,6,"[""TANNOY"", ""SAYID"", ""ILANA"", ""BEN"", ""HURLEY"", ""JACK"", ""YOUNG BEN"", ""JIN"", ""PHIL""]"
5,11,1,"[""PHIL"", ""JIN"", ""BEN"", ""HORACE"", ""MAN"", ""HURLEY"", ""JACK"", ""BAXTER"", ""ROGER"", ""KATE"", ""CASSIDY""]"
5,11,2,"[""CASSIDY"", ""KATE"", ""SAWYER"", ""HORACE"", ""MILES"", ""ROGER"", ""JULIET"", ""NURSE"", ""JACK"", ""HURLEY""]"
5,11,3,"[""KATE"", ""JACK"", ""MILES"", ""JULIET"", ""NURSE"", ""ROGER"", ""HURLEY""]"
5,11,4,"[""JULIET"", ""KATE"", ""BEN"", ""SUN"", ""JACK"", ""AARON"", ""WOMAN"", ""EMPLOYEE"", ""MANAGER"", ""SAWYER""]"
5,11,5,"[""CLEMENTINE"", ""KATE"", ""CASSIDY"", ""SAWYER"", ""JULIET"", ""MILES"", ""HURLEY"", ""JACK"", ""MAN""]"
5,11,6,"[""KATE"", ""CAROLE"", ""SAWYER"", ""MAN"", ""RICHARD"", ""LOCKE""]"
5,12,1,"[""MAN"", ""RICHARD"", ""YOUNG BEN"", ""LOCKE"", ""BEN""]"
5,12,2,"[""ILANA"", ""BEN"", ""BRAM"", ""CEASAR"", ""CAESAR"", ""TEENAGER"", ""ROUSSEAU"", ""LOCKE""]"
5,12,3,"[""BEN"", ""LOCKE"", ""WIDMORE"", ""CHARLES"", ""LAPIDUS"", ""SUN""]"
5,12,4,"[""SUN"", ""LOCKE"", ""LAPIDUS"", ""BEN"", ""ALEX"", ""RICHARD"", ""WIDMORE""]"
5,12,5,"[""LOCKE"", ""SUN"", ""BEN"", ""WIDMORE"", ""DESMOND"", ""PENNY"", ""CHARLIE""]"
5,12,6,"[""MAN"", ""LAPIDUS"", ""ILANA"", ""BRAM"", ""BEN"", ""LOCKE"", ""BEN'S VOICE"", ""WIDMORE'S VOICE"", ""ALEX'S VOICE"", ""ALEX""]"
5,13,1,"[""TREVOR"", ""WOMAN"", ""BOY"", ""MILES"", ""LARA"", ""SAWYER"", ""KATE"", ""HORACE"", ""RADZINSKY""]"
5,13,2,"[""MILES"", ""LARA"", ""HORACE"", ""HURLEY"", ""KATE"", ""JULIET"", ""ROGER""]"
5,13,3,"[""STEREO"", ""HURLEY"", ""MILES"", ""MR. GRAY"", ""NAOMI"", ""KATE"", ""ROGER"", ""DR. CHANG"", ""FIRST DHARMA INITIATIVE MAN"", ""SECOND DHARMA INITIATIVE MAN""]"
5,13,4,"[""MILES"", ""NAOMI"", ""HURLEY"", ""DR. CHANG"", ""ROGER"", ""JACK"", ""WORKER"", ""GLENN""]"
5,13,5,"[""MILES"", ""MAN IN VAN"", ""BRAM"", ""HURLEY"", ""JULIET"", ""SAWYER"", ""JACK"", ""PHIL""]"
5,13,6,"[""MILES"", ""MR. GRAY"", ""HURLEY"", ""DR. CHANG"", ""LARA"", ""MAN"", ""FARADAY""]"
5,14,1,"[""MAN"", ""DOCTOR"", ""PENNY"", ""CHARLIE HUME"", ""MS. HAWKING"", ""FARADAY"", ""MILES"", ""DR. CHANG"", ""CHANG"", ""JACK""]"
5,14,2,"[""BOY"", ""WOMAN"", ""ELOISE"", ""DANIEL"", ""FARADAY"", ""MILES"", ""JACK"", ""SAWYER"", ""JULIET"", ""TONY"", ""DR. CHANG"", ""SEALS"", ""MAN""]"
5,14,3,"[""FARADAY"", ""DR. CHANG"", ""MILES"", ""THERESA"", ""MS. HAWKING"", ""SAWYER"", ""HURLEY"", ""KATE"", ""JULIET"", ""JIN""]"
5,14,4,"[""NEWSCASTER"", ""CAROLINE"", ""FARADAY"", ""WIDMORE"", ""SAWYER"", ""HURLEY"", ""JULIET"", ""JACK"", ""KATE"", ""DANIEL"", ""CHARLOTTE"", ""RADZINSKY""]"
5,14,5,"[""MS. HAWKING"", ""FARADAY"", ""JACK"", ""KATE"", ""SAWYER"", ""JULIET"", ""HURLEY"", ""JIN"", ""RADZINSKY""]"
5,14,6,"[""WOMAN"", ""PENNY"", ""MS. HAWKING"", ""NURSE"", ""DESMOND"", ""WIDMORE"", ""KATE"", ""JACK"", ""OTHER MAN"", ""OTHER WOMAN"", ""FARADAY"", ""RICHARD"", ""ELOISE""]"
5,15,1,"[""FARADAY"", ""RICHARD"", ""KATE"", ""JACK"", ""2ND MAN"", ""WIDMORE"", ""ELOISE"", ""VANESSA"", ""LOCKE"", ""SUN"", ""BEN""]"
5,15,2,"[""LOCKE"", ""SUN"", ""RICHARD"", ""BEN"", ""JACK"", ""ERIK"", ""KATE"", ""ELOISE"", ""RADZINSKY"", ""SAWYER"", ""HORACE""]"
5,15,3,"[""JULIET"", ""RADZINSKY"", ""SAWYER"", ""HORACE"", ""PHIL"", ""MITCH"", ""HURLEY"", ""MILES"", ""DR. CHANG"", ""WIDMORE"", ""ELOISE"", ""JACK"", ""RICHARD"", ""LOCKE"", ""BEN""]"
5,15,4,"[""LOCKE"", ""RICHARD"", ""BEN"", ""DR. CHANG"", ""RADZINSKY"", ""SAWYER"", ""JULIET"", ""ELOISE"", ""KATE"", ""JACK"", ""ERIK""]"
5,15,5,"[""RICHARD"", ""ELOISE"", ""SAYID"", ""JACK"", ""KATE"", ""MAN"", ""JEANNETTE LEWIS"", ""CHARLOTTE"", ""LARA"", ""DR. CHANG"", ""HURLEY"", ""MILES"", ""JIN"", ""SAWYER"", ""JULIET"", ""MITCH"", ""LOCKE"", ""SUN"", ""BEN""]"
5,15,6,"[""MITCH"", ""SAWYER"", ""JULIET"", ""PHIL"", ""KATE"", ""MAN"", ""ENGINEER"", ""SAYID"", ""JACK"", ""ELOISE"", ""LOCKE"", ""BEN""]"
5,16,1,"[""MAN IN BLACK"", ""JACOB""]"
5,16,2,"[""KATE"", ""TOM"", ""WOMAN"", ""SHOPKEEPER"", ""MAN"", ""JACOB"", ""CAPTAIN BIRD"", ""SAWYER"", ""JULIET"", ""JACK"", ""SAYID"", ""ELOISE"", ""RICHARD"", ""RADZINSKY"", ""CHANG"", ""LOCKE"", ""SUN"", ""BEN"", ""ILANA"", ""BRAM"", ""FRANK""]"
5,16,3,"[""MAN"", ""JAMES"", ""JACOB"", ""UNCLE DOUG"", ""DOUG"", ""SAWYER"", ""KATE"", ""MITCH"", ""JULIET"", ""CAPTAIN BIRD"", ""VOICE OVER SPEAKER"", ""BIRD"", ""JACK"", ""SAYID"", ""RICHARD"", ""LOCKE"", ""BEN""]"
5,16,4,"[""SAYID"", ""NADIA"", ""JACOB"", ""RICHARD"", ""JACK"", ""ELOISE"", ""VOICE OVER SPEAKER"", ""PHIL"", ""ROGER"", ""JIN""]"
5,16,5,"[""SAWYER"", ""KATE"", ""JULIET"", ""ROSE"", ""BERNARD"", ""MILES"", ""JACK"", ""HURLEY"", ""JIN"", ""LAPIDUS"", ""BRAM"", ""ILANA"", ""NURSE"", ""JACOB""]"
5,16,6,"[""WOMAN"", ""JACOB"", ""SUN"", ""LOCKE"", ""BEN"", ""JIN"", ""AUNTIE"", ""JACK"", ""HURLEY"", ""SAYID"", ""MILES""]"
5,16,1,"[""LOCKE"", ""RICHARD"", ""JACK"", ""SAWYER"", ""NURSE"", ""CHRISTIAN"", ""WOMAN"", ""JACOB"", ""JULIET""]"
5,16,2,"[""MOTHER"", ""BLONDE SISTER"", ""BRUNETTE SISTER"", ""RACHEL"", ""JULIET"", ""SAWYER"", ""DR. CHANG"", ""RADZINSKY"", ""PHIL"", ""KATE"", ""JACK""]"
5,16,3,"[""MAN"", ""JAIL CLERK"", ""HURLEY"", ""JACOB"", ""MILES"", ""JIN"", ""JACK"", ""SAYID"", ""RICHARD"", ""LOCKE"", ""SUN"", ""BEN""]"
5,16,4,"[""MILES"", ""SAWYER"", ""JULIET"", ""JIN"", ""KATE"", ""RADZINSKY"", ""PHIL"", ""DR. CHANG"", ""WORKER"", ""JACK""]"
5,16,5,"[""RICHARD"", ""SUN"", ""ILANA"", ""JACOB"", ""LOCKE"", ""BEN"", ""SAWYER"", ""KATE"", ""JULIET""]"
6,1,1,"[""CINDY"", ""JACK"", ""ROSE"", ""NORRIS"", ""BERNARD"", ""DESMOND""]"
6,1,2,"[""JULIET"", ""SAWYER"", ""KATE"", ""MILES"", ""JACK"", ""MARS"", ""ARZT"", ""HURLEY"", ""JIN"", ""SAYID"", ""JACOB""]"
6,1,3,"[""JIN"", ""SUN"", ""BOONE"", ""LOCKE"", ""BEN"", ""RICHARD"", ""BRAM"", ""LAPIDUS"", ""ILANA""]"
6,1,4,"[""SAWYER"", ""JACK"", ""HURLEY"", ""JACOB"", ""JIN"", ""KATE"", ""CINDY"", ""EMPLOYEE"", ""SAYID""]"
6,1,5,"[""SAWYER"", ""CINDY"", ""JACK"", ""SAYID"", ""CHARLIE"", ""JULIET"", ""KATE"", ""HURLEY"", ""MILES"", ""RICHARD"", ""BEN"", ""BRAM"", ""LOCKE""]"
6,1,6,"[""KATE"", ""SAWYER"", ""JULIET"", ""CHARLIE"", ""CINDY"", ""JACK"", ""ROSE"", ""NORRIS""]"
6,1,1,"[""MILES"", ""HURLEY"", ""KATE"", ""SAWYER"", ""JACK"", ""OCEANIC-MALE"", ""JIN""]"
6,1,2,"[""CUSTOMS-AGENT"", ""MARS"", ""KATE"", ""RANDOM-LADY"", ""SAWYER"", ""TSA-AGENT-ON-RADIO"", ""BLACK-TSA-AGENT"", ""MILES"", ""RANDOM-OTHER"", ""DOGEN"", ""LENNON"", ""CINDY"", ""JACK"", ""HURLEY"", ""JIN""]"
6,1,3,"[""CUSTOMS-AGENT"", ""JIN"", ""SUN"", ""FEMALE-CUSTOMS-AGENT"", ""LENNON"", ""DOGEN"", ""KATE"", ""JACK"", ""HURLEY""]"
6,1,4,"[""FROGURT"", ""KATE"", ""HURLEY"", ""MARS"", ""CAB-DRIVER"", ""CLAIRE"", ""CINDY"", ""RANDOM-OTHER"", ""MILES"", ""LENNON"", ""DOGEN"", ""BEN"", ""LOCKE""]"
6,1,5,"[""HURLEY"", ""MILES"", ""KATE"", ""SAWYER"", ""JACK"", ""LOCKE"", ""LAPIDUS"", ""RICHARD"", ""LENNON"", ""SAYID""]"
6,2,1,"[""LENNON"", ""MILES"", ""HURLEY"", ""JACK"", ""SAYID"", ""KATE"", ""SAWYER"", ""MARSHAL"", ""MAN"", ""CAB DRIVER"", ""CLAIRE"", ""ARZT"", ""TEMPLE LEADER""]"
6,2,2,"[""TEMPLE LEADER"", ""JACK"", ""ALDO"", ""LENNON"", ""KATE"", ""JIN"", ""REPAIRMAN"", ""SAYID""]"
6,2,3,"[""KATE"", ""CLAIRE"", ""ALDO"", ""JIN"", ""JUSTIN"", ""HURLEY"", ""JACK"", ""SAYID"", ""LENNON"", ""TEMPLE LEADER""]"
6,2,4,"[""MILES"", ""SAYID"", ""HURLEY"", ""JACK"", ""JIN"", ""KATE"", ""CLAIRE"", ""MRS. BASKUM"", ""SAWYER""]"
6,2,5,"[""NURSE"", ""CLAIRE"", ""KATE"", ""NURSE 2"", ""DOCTOR GOODSPEED"", ""SAWYER"", ""JACK"", ""TEMPLE LEADER"", ""DOGEN""]"
6,2,6,"[""CLAIRE"", ""DETECTIVE RASMUSSEN."", ""DETECTIVE RASMUSSEN"", ""PA VOICE"", ""KATE"", ""LENNON"", ""DOGEN"", ""JACK"", ""ALDO"", ""JIN"", ""JUSTIN""]"
6,3,1,"[""JOHN"", ""HELEN"", ""LOCKE""]"
6,3,2,"[""RANDY"", ""JOHN"", ""LOCKE"", ""RICHARD"", ""BEN"", ""ILANA"", ""SAWYER""]"
6,3,3,"[""SAWYER"", ""LOCKE"", ""JOHN"", ""HURLEY"", ""LAPIDUS"", ""ILANA"", ""SUN"", ""BOY""]"
6,3,4,"[""SAWYER"", ""RICHARD"", ""LOCKE"", ""WOMAN"", ""JOHN"", ""ROSE""]"
6,3,5,"[""BEN"", ""ILANA"", ""LAPIDUS"", ""WOMEN"", ""WOMAN"", ""JOHN"", ""HELEN"", ""MAN"", ""SAWYER"", ""LOCKE""]"
6,3,6,"[""JOHN"", ""KID"", ""MAN"", ""BEN"", ""SAWYER"", ""LOCKE""]"
6,4,1,"[""JACK"", ""MRS SHEPHARD"", ""DAVID"", ""DOGEN"", ""HURLEY"", ""MILES"", ""MAN"", ""JACOB""]"
6,4,2,"[""JACK"", ""DAVID"", ""MARGO"", ""SAYID"", ""JIN"", ""CLAIRE"", ""DOGEN"", ""HURLEY"", ""JACOB""]"
6,4,3,"[""JIN"", ""CLAIRE"", ""JUSTIN"", ""JACK"", ""HURLEY"", ""KATE"", ""MARGO""]"
6,4,4,"[""HURLEY"", ""JACK"", ""DAVID"", ""ANSWERING MACHINE MESSAGE"", ""CLAIRE"", ""JUSTIN"", ""JIN""]"
6,4,5,"[""HURLEY"", ""JACK"", ""UNKNOWN BOY"", ""DOGEN""]"
6,4,6,"[""JACK"", ""DAVID"", ""JACOB"", ""HURLEY"", ""CLAIRE"", ""JIN"", ""LOCKE""]"
6,5,1,"[""CABBIE"", ""SAYID"", ""NADIA"", ""EVA"", ""SAM"", ""OMER"", ""DOGEN"", ""LOCKE"", ""CLAIRE""]"
6,5,2,"[""OMER"", ""SAYID"", ""MILES"", ""RANDOM-OTHER"", ""LENNON"", ""CLAIRE"", ""DOGEN""]"
6,5,3,"[""SAM"", ""SAYID"", ""EVA"", ""NADIA"", ""DOCTOR"", ""KATE"", ""MILES"", ""LOCKE""]"
6,5,4,"[""LOCKE"", ""SAYID"", ""NADIA"", ""DOGEN"", ""CINDY"", ""LENNON"", ""KATE"", ""CLAIRE""]"
6,5,5,"[""LENNON"", ""SAYID"", ""CINDY"", ""MILES"", ""OMAR"", ""KEAMY"", ""JIN""]"
6,5,6,"[""DOGEN"", ""SAYID"", ""LENNON"", ""KATE"", ""MILES"", ""ILANA"", ""LAPIDUS"", ""BEN"", ""CLAIRE"", ""SUN""]"
6,6,1,"[""ILANA"", ""BEN"", ""SUN"", ""MILES"", ""REYNOLDS"", ""ARZT"", ""JOHN""]"
6,6,2,"[""ILANA"", ""MILES"", ""BEN"", ""LAPIDUS"", ""ROGER"", ""ALEX"", ""SUN"", ""HURLEY"", ""JACK"", ""RICHARD""]"
6,6,3,"[""BEN"", ""ALEX"", ""MILES"", ""ILANA"", ""HURLEY"", ""RICHARD"", ""JACK""]"
6,6,4,"[""BEN"", ""ARZT"", ""JACK"", ""RICHARD"", ""HURLEY""]"
6,6,5,"[""HURLEY"", ""JACK"", ""RICHARD"", ""LOCKE"", ""BEN"", ""ILANA"", ""REYNOLDS""]"
6,6,6,"[""ALEX"", ""BEN"", ""REYNOLDS"", ""ARZT"", ""SUN"", ""CREWMAN AT PERISCOPE"", ""WIDMORE""]"
6,7,1,"[""SAWYER"", ""JIN"", ""KATE"", ""AVA"", ""POLICE OFFICER"", ""MILES""]"
6,7,2,"[""KATE"", ""CLAIRE"", ""LOCKE"", ""CINDY"", ""SAWYER"", ""MILES""]"
6,7,3,"[""MILES"", ""SAWYER"", ""CHARLOTTE"", ""KATE"", ""SAYID"", ""LOCKE"", ""CLAIRE"", ""ZOE""]"
6,7,4,"[""LIAM"", ""OFFICER"", ""SAWYER"", ""MILES"", ""ZOE"", ""LOCKE"", ""KATE"", ""MAN""]"
6,7,5,"[""LOCKE"", ""KATE"", ""ZOE"", ""LAURA"", ""CHARLES"", ""CHARLOTTE"", ""SAWYER"", ""WIDMORE""]"
